,Player,Match_played,Starts,Minutes_played,Gls,Ast,Shots,shots_on_target,goals_per_shot,goals_per_shot_on_target,non_penalty_goals,penalty_goal,CrdY,CrdR,pass_comp,pass_attempt,pass_comp%,tackles_made,successful_tackles,Blocks,interceptions,clearence,Err,Touches,successful_dribbles,dribbles_attempted,successful_dribbles%,fouls_commited,fouls_drawn,offside,crosses,penalty_kick_won,penalty_kick_conceded,own_goal,aerial_duo_won,aerial_duo_lost,Pos,Age,Club_country,Club,Team,Cleansheets,Shots saved
128,Raheem Sterling,3,2,149,1,1,1,1,1,1,1,0,0,0,45,55,81.8,1,1,1,1,0,0,69,2,3,66.7,0,2,1,2,0,0,0,1,1,FW,27,England,Chelsea,Englandland,0,
129,Marcus Rashford,5,1,140,3,0,11,6,0.27,0.5,3,0,0,0,49,66,74.2,1,0,2,1,1,0,92,5,9,55.6,1,0,1,1,0,0,0,1,3,FW,24,England,Manchester Utd,Englandland,0,
130,Jack Grealish,5,0,86,1,0,1,1,1,1,1,0,0,0,48,54,88.9,3,1,2,3,1,0,72,3,9,33.3,0,10,0,0,0,0,0,0,2,FW,26,England,Manchester City,Englandland,0,
131,Callum Wilson,2,0,48,0,1,0,0,0,0,0,0,0,0,9,10,90,0,0,0,0,0,0,17,0,1,0,0,2,0,0,0,0,0,1,0,FW,30,England,Newcastle Utd,Englandland,0,
132,Kalvin Phillips,2,0,42,0,1,0,0,0,0,0,0,0,0,17,19,89.5,0,0,0,0,1,0,20,0,0,0,1,0,0,0,0,0,0,0,2,MF,26,England,Manchester City,Englandland,0,
133,Eric Dier,2,0,36,0,0,0,0,0,0,0,0,0,0,40,41,97.6,1,1,0,0,0,0,44,0,0,0,1,0,0,0,0,0,0,1,1,DF,28,England,Tottenham,Englandland,0,
134,Trent Alexander-Arnold,1,0,34,0,0,0,0,0,0,0,0,0,0,21,23,91.3,0,0,1,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,DF,23,England,Liverpool,Englandland,0,
135,Marquinhos,5,4,426,0,0,2,0,0,0,0,0,1,0,352,368,95.7,5,4,6,2,6,0,392,1,1,100,1,2,0,1,0,0,0,4,4,DF,28,France,Paris S-G,Brazil,0,
136,Casemiro,4,4,390,1,0,9,3,0.11,0.33,1,0,1,0,208,251,82.9,11,4,13,7,5,0,303,1,3,33.3,7,3,0,2,0,0,0,3,3,MF,30,England,Manchester Utd,Brazil,0,
137,Thiago Silva,4,4,390,0,1,2,0,0,0,0,0,0,0,322,344,93.6,3,1,3,5,6,0,369,0,1,0,2,3,0,1,0,0,0,6,4,DF,37,England,Chelsea,Brazil,0,
138,Alisson,4,4,379,0,0,0,0,0,0,0,0,0,0,80,93,86,0,0,0,0,2,0,100,0,0,0,0,1,0,0,0,0,0,1,0,GK,29,England,Liverpool,Brazil,2,5
139,Éder Militão,4,4,347,0,0,5,1,0,0,0,0,1,0,251,277,90.6,7,6,1,3,5,0,307,0,0,0,7,3,0,3,0,0,0,4,5,DF,24,Spain,Real Madrid,Brazil,0,
140,Richarlison,4,4,323,3,0,8,4,0.38,0.75,3,0,0,0,40,58,69,2,2,4,1,4,0,99,0,5,0,5,6,1,2,1,0,0,4,8,FW,25,England,Tottenham,Brazil,0,
141,Raphinha,5,4,315,0,1,8,6,0,0,0,0,0,0,111,150,74,8,6,3,3,0,0,194,4,15,26.7,2,5,0,22,0,0,0,0,6,FW,25,Spain,Barcelona,Brazil,0,
142,Lucas Paquetá,4,4,314,1,1,4,4,0.25,0.25,1,0,0,0,169,202,83.7,7,5,5,2,4,0,231,0,2,0,4,2,0,4,0,0,0,3,2,MF,24,England,West Ham,Brazil,0,
143,Vinicius Júnior,4,4,299,1,2,9,4,0.11,0.25,1,0,0,0,68,90,75.6,3,1,5,0,0,0,135,5,15,33.3,0,7,3,12,0,0,0,0,0,FW,21,Spain,Real Madrid,Brazil,0,
144,Danilo,3,3,281,0,0,2,0,0,0,0,0,1,0,230,269,85.5,5,2,2,3,5,1,291,1,1,100,3,1,0,8,0,0,0,4,1,DF,30,Italy,Juventus,Brazil,0,
145,Neymar,3,3,279,2,0,11,6,0.09,0.17,1,1,0,0,121,153,79.1,1,0,2,1,0,0,209,6,23,26.1,4,16,2,8,0,0,0,0,3,MF,30,France,Paris S-G,Brazil,0,
146,Alex Sandro,3,2,190,0,0,1,0,0,0,0,0,0,0,150,169,88.8,8,3,1,3,9,0,195,1,2,50,3,2,0,4,0,0,0,3,1,DF,31,Italy,Juventus,Brazil,0,
147,Fred,4,2,142,0,0,3,1,0,0,0,0,1,0,71,83,85.5,3,3,1,0,3,0,98,0,0,0,3,0,0,0,0,0,0,0,2,MF,29,England,Manchester Utd,Brazil,0,
148,Rodrygo,5,1,181,0,1,6,2,0,0,0,0,0,0,91,113,80.5,4,1,6,2,1,0,153,2,9,22.2,3,6,1,9,0,0,0,0,3,"MF,FW",21,Spain,Real Madrid,Brazil,0,
149,Antony,4,1,172,0,0,6,2,0,0,0,0,0,0,86,109,78.9,3,0,3,1,1,0,148,4,16,25,2,5,0,10,0,0,0,1,2,FW,22,England,Manchester Utd,Brazil,0,
150,Dani Alves,2,1,118,0,0,3,0,0,0,0,0,0,0,83,97,85.6,5,4,1,2,2,0,113,1,2,50,5,2,0,6,0,0,0,1,1,DF,39,mx,UNAM,Brazil,0,
151,Martinelli,3,1,113,0,0,4,3,0,0,0,0,0,0,34,45,75.6,2,1,2,0,1,0,72,3,10,30,2,3,1,5,0,0,0,0,2,FW,20,England,Arsenal,Brazil,0,
152,Gleison Bremer,2,1,109,0,0,1,0,0,0,0,0,0,0,78,84,92.9,1,1,1,1,6,0,95,0,0,0,2,0,0,0,0,0,0,5,0,DF,25,Italy,Juventus,Brazil,0,
153,Gabriel Jesus,3,1,93,0,0,2,1,0,0,0,0,0,0,22,28,78.6,2,1,0,2,0,0,39,1,2,50,1,4,0,1,0,0,0,1,1,FW,25,England,Arsenal,Brazil,0,
154,Ederson,1,1,90,0,0,0,0,0,0,0,0,0,0,28,31,90.3,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,GK,28,England,Manchester City,Brazil,0,2
155,Fabinho,1,1,90,0,0,0,0,0,0,0,0,0,0,51,57,89.5,3,2,0,1,2,0,64,0,0,0,2,0,0,0,0,0,0,1,6,MF,28,England,Liverpool,Brazil,0,
156,Alex Telles,2,1,59,0,0,0,0,0,0,0,0,0,0,33,42,78.6,2,2,0,0,1,0,46,0,0,0,1,0,0,3,0,0,0,1,1,DF,29,Spain,Sevilla,Brazil,0,
157,Bruno Guimarães,2,0,69,0,0,5,2,0,0,0,0,1,0,43,54,79.6,0,0,1,0,0,0,67,2,2,100,2,2,0,3,0,0,0,1,0,MF,24,England,Newcastle Utd,Brazil,0,
158,Pedro,2,0,64,0,0,4,1,0,0,0,0,0,0,10,13,76.9,2,2,0,1,0,0,25,0,0,0,2,1,0,0,0,0,0,0,1,FW,24,Brazil,Flamengo,Brazil,0,
159,Everton Ribeiro,1,0,36,0,0,0,0,0,0,0,0,0,0,15,18,83.3,1,0,0,0,0,0,21,0,1,0,0,0,0,2,0,0,0,0,0,MF,33,Brazil,Flamengo,Brazil,0,
160,Wéverton,1,0,11,0,0,0,0,0,0,0,0,0,0,3,5,60,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,GK,34,Brazil,Palmeiras,Brazil,0,0
161,Diogo Costa,5,5,450,0,0,0,0,0,0,0,0,0,0,113,160,70.6,1,0,0,0,4,1,170,0,0,0,0,0,0,0,0,0,0,0,1,GK,22,Portugal,Porto,Portugal,1,13
162,Rúben Dias,4,4,360,0,0,1,0,0,0,0,0,1,0,248,274,90.5,4,4,2,3,9,0,293,0,0,0,4,2,0,0,0,0,0,5,3,DF,25,England,Manchester City,Portugal,0,
163,Pepe,4,4,360,1,0,3,1,0.33,1,1,0,0,0,243,295,82.4,5,0,6,6,11,0,331,1,1,100,3,5,1,1,0,0,0,9,5,DF,39,Portugal,Porto,Portugal,0,
164,Bruno Fernandes,4,4,356,2,3,7,2,0.14,0.5,1,1,1,0,188,233,80.7,4,3,7,2,4,0,272,3,6,50,2,8,1,26,0,0,0,2,8,"FW,MF",27,England,Manchester Utd,Portugal,0,
165,Bernardo Silva,5,4,356,0,0,1,0,0,0,0,0,0,0,256,292,87.7,2,2,3,2,0,0,310,1,4,25,1,2,0,5,0,0,0,1,2,MF,27,England,Manchester City,Portugal,0,
166,João Félix,4,4,331,1,2,11,3,0.09,0.33,1,0,1,0,91,122,74.6,4,2,0,1,1,0,156,2,8,25,8,9,1,4,0,0,0,2,1,FW,22,Spain,Atlético Madrid,Portugal,0,
167,Rúben Neves,5,4,268,0,0,2,0,0,0,0,0,1,0,235,257,91.4,2,1,3,3,5,0,275,0,0,0,5,2,0,2,0,0,0,2,3,MF,25,England,Wolves,Portugal,0,
168,João Cancelo,4,3,310,0,0,2,1,0,0,0,0,0,0,221,271,81.5,7,3,1,2,8,0,315,4,11,36.4,2,4,1,15,0,0,0,10,1,DF,28,England,Manchester City,Portugal,0,
169,Cristiano Ronaldo,5,3,290,1,0,10,2,0,0,0,1,0,0,68,90,75.6,0,0,0,0,1,1,118,0,5,0,2,5,7,2,1,0,0,8,4,FW,37,England,Manchester Utd,Portugal,0,
170,Raphaël Guerreiro,4,3,279,1,2,3,1,0.33,1,1,0,0,0,156,185,84.3,3,2,3,3,2,0,208,2,2,100,2,1,0,13,0,0,0,2,1,DF,28,Germany,Dortmund,Portugal,0,
171,Diogo Dalot,3,3,258,0,2,1,1,0,0,0,0,0,0,112,147,76.2,8,6,7,2,1,0,174,1,3,33.3,1,1,0,9,0,0,0,6,3,DF,23,England,Manchester Utd,Portugal,0,
172,Otávio,3,3,196,0,0,3,2,0,0,0,0,0,0,98,127,77.2,7,7,0,1,1,0,147,0,0,0,6,10,0,5,0,0,0,1,1,MF,27,Portugal,Porto,Portugal,0,
173,William Carvalho,4,2,215,0,0,1,0,0,0,0,0,0,0,156,170,91.8,6,5,2,0,3,0,183,0,0,0,3,2,0,0,0,0,0,4,0,MF,30,Spain,Betis,Portugal,0,
174,Gonçalo Ramos,4,2,152,3,1,7,5,0.43,0.6,3,0,0,0,25,31,80.6,1,1,0,0,2,0,56,0,2,0,2,3,3,0,0,0,0,4,6,"FW,MF",20,Portugal,Benfica,Portugal,0,
175,Vitinha,3,1,120,0,0,2,2,0,0,0,0,1,0,100,108,92.6,3,2,0,1,1,0,118,1,2,50,1,3,0,2,0,0,0,0,1,MF,22,France,Paris S-G,Portugal,0,
176,Ricardo Horta,3,1,119,1,0,3,2,0.33,0.5,1,0,0,0,31,46,67.4,2,1,1,1,0,0,55,0,0,0,3,1,0,5,0,0,0,0,1,FW,27,Portugal,Braga,Portugal,0,
177,Danilo Pereira,1,1,90,0,0,0,0,0,0,0,0,1,0,68,78,87.2,2,2,1,3,3,1,87,1,1,100,1,2,0,0,0,0,0,5,1,DF,30,France,Paris S-G,Portugal,0,
178,António Silva,1,1,90,0,0,0,0,0,0,0,0,0,0,60,62,96.8,1,1,2,1,1,0,67,0,0,0,2,0,0,0,0,0,0,2,4,DF,18,Portugal,Benfica,Portugal,0,
179,João Mário,2,1,84,0,0,0,0,0,0,0,0,0,0,37,40,92.5,2,1,2,0,0,0,51,0,1,0,0,0,0,2,0,0,0,0,2,"FW,MF",29,Portugal,Benfica,Portugal,0,
180,Matheus Nunes,2,1,73,0,0,1,0,0,0,0,0,0,0,28,33,84.8,0,0,1,0,0,0,40,1,2,50,2,2,0,3,0,0,0,0,0,MF,23,England,Wolves,Portugal,0,
181,Nuno Mendes,1,1,41,0,0,0,0,0,0,0,0,0,0,29,32,90.6,0,0,1,2,0,0,37,1,2,50,0,2,0,2,0,0,0,1,0,DF,19,France,Paris S-G,Portugal,0,
182,Rafael Leão,5,0,88,2,0,5,2,0.4,1,2,0,0,0,32,47,68.1,0,0,0,1,0,0,65,6,9,66.7,3,1,0,6,0,0,0,1,0,FW,23,Italy,Milan,Portugal,0,
183,João Palhinha,3,0,38,0,0,1,0,0,0,0,0,0,0,26,31,83.9,2,1,1,1,1,0,41,1,2,50,2,0,0,0,0,0,0,0,3,MF,26,England,Fulham,Portugal,0,
184,André Silva,1,0,26,0,0,0,0,0,0,0,0,0,0,9,11,81.8,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,2,FW,26,Germany,RB Leipzig,Portugal,0,
185,Shūichi Gonda,4,4,390,0,0,0,0,0,0,0,0,0,0,68,113,60.2,0,0,0,0,1,1,124,0,0,0,1,0,0,0,0,1,0,1,0,GK,33,Japan,S-Pulse,Japan,0,15
186,Maya Yoshida,4,4,390,0,1,0,0,0,0,0,0,1,0,198,232,85.3,4,4,6,3,24,0,276,1,2,50,3,4,0,0,0,0,0,10,7,DF,33,Germany,Schalke 04,Japan,0,
187,Daichi Kamada,4,4,322,0,0,6,1,0,0,0,0,0,0,83,104,79.8,7,3,3,0,3,0,139,3,4,75,1,1,3,5,0,0,0,3,2,"FW,MF",25,Germany,Eint Frankfurt,Japan,0,
188,Yuto Nagatomo,4,4,209,0,0,0,0,0,0,0,0,0,0,78,109,71.6,4,2,2,0,3,0,122,3,4,75,6,0,0,6,0,0,0,1,2,"MF,DF",35,Japan,FC Tokyo,Japan,0,
189,Junya Ito,4,3,324,0,1,2,1,0,0,0,0,0,0,59,97,60.8,7,4,4,5,6,0,135,2,8,25,0,5,1,14,0,0,0,3,6,"MF,FW",29,France,Reims,Japan,0,
190,Wataru Endo,4,3,304,0,0,6,1,0,0,0,0,1,0,155,192,80.7,8,4,8,3,6,0,241,1,5,20,7,9,0,2,0,0,0,8,8,MF,29,Germany,Stuttgart,Japan,0,
191,Hidemasa Morita,3,3,285,0,0,3,1,0,0,0,0,0,0,129,157,82.2,0,0,9,3,4,0,194,0,3,0,4,1,0,3,0,0,0,5,7,MF,27,Portugal,Sporting CP,Japan,0,
192,Ko Itakura,3,3,270,0,1,3,1,0,0,0,0,2,0,98,111,88.3,9,5,1,4,16,0,152,0,2,0,5,0,0,0,0,0,0,0,2,DF,25,Germany,M'Gladbach,Japan,0,
193,Daizen Maeda,3,3,180,1,0,2,1,0.5,1,1,0,0,0,8,17,47.1,3,2,4,3,0,0,32,0,1,0,2,3,2,0,0,0,0,1,6,FW,24,Scottland,Celtic,Japan,0,
194,Ritsu Doan,4,2,217,2,0,4,3,0.5,0.67,2,0,0,0,36,56,64.3,6,5,4,3,2,0,94,4,8,50,3,4,0,9,0,0,0,1,4,FW,23,Germany,Freiburg,Japan,0,
195,Shogo Taniguchi,2,2,210,0,0,2,0,0,0,0,0,1,0,72,85,84.7,1,0,2,1,10,0,105,0,0,0,3,0,0,0,0,0,0,8,3,DF,30,Japan,Kawa Frontale,Japan,0,
196,Ao Tanaka,3,2,171,1,0,1,1,1,1,1,0,0,0,48,69,69.6,3,1,5,3,2,0,85,0,1,0,1,1,0,2,0,0,0,3,1,MF,23,Germany,Düsseldorf,Japan,0,
197,Takefusa Kubo,2,2,90,0,0,0,0,0,0,0,0,0,0,6,11,54.5,1,1,3,0,0,0,22,0,0,0,2,2,1,0,0,0,0,1,1,FW,21,Spain,Real Sociedad,Japan,0,
198,Takehiro Tomiyasu,3,1,187,0,0,0,0,0,0,0,0,0,0,73,103,70.9,0,0,2,0,7,1,117,0,0,0,1,0,0,0,0,0,0,6,4,"DF,MF",23,England,Arsenal,Japan,0,
199,Hiroki Sakai,2,1,119,0,0,1,0,0,0,0,0,0,0,28,47,59.6,5,4,2,1,8,0,70,0,2,0,3,1,0,2,0,0,0,3,8,"MF,DF",32,Japan,Urawa Reds,Japan,0,
200,Yuki Soma,1,1,81,0,0,3,0,0,0,0,0,0,0,11,19,57.9,2,0,0,0,0,0,27,1,2,50,2,3,0,6,0,0,0,0,0,"FW,MF",25,Japan,Grampus,Japan,0,
201,Miki Yamane,1,1,61,0,0,0,0,0,0,0,0,1,0,24,33,72.7,1,0,2,2,0,0,38,1,1,100,2,1,0,2,0,0,0,0,1,"DF,MF",28,Japan,Kawa Frontale,Japan,0,
202,Ayase Ueda,1,1,45,0,0,0,0,0,0,0,0,0,0,7,12,58.3,0,0,1,0,2,0,23,0,0,0,1,0,0,0,0,0,0,1,0,FW,23,Belgium,Cercle Brugge,Japan,0,
203,Takuma Asano,4,0,165,1,0,8,2,0.13,0.5,1,0,0,0,21,28,75,0,0,0,1,1,0,49,0,1,0,4,0,2,1,0,0,0,1,9,FW,27,Germany,Bochum,Japan,0,
204,Kaoru Mitoma,4,0,165,0,1,1,1,0,0,0,0,0,0,50,70,71.4,7,2,4,2,5,0,100,2,5,40,3,1,0,0,0,0,0,2,3,MF,25,England,Brighton,Japan,0,
205,Takumi Minamino,3,0,60,0,0,2,1,0,0,0,0,0,0,14,22,63.6,2,1,0,0,1,0,31,0,0,0,1,0,0,3,0,0,0,0,2,FW,27,France,Monaco,Japan,0,
206,Hiroki Ito,1,0,45,0,0,0,0,0,0,0,0,0,0,58,63,92.1,0,0,0,0,0,0,64,0,0,0,3,0,0,0,0,0,0,1,0,DF,23,Germany,Stuttgart,Japan,0,
207,Kalidou Koulibaly,4,4,360,1,0,2,1,0.5,1,1,0,1,0,156,205,76.1,12,9,4,2,30,0,261,0,0,0,3,3,0,0,0,0,0,11,5,DF,30,England,Chelsea,Senegal,0,
208,Edouard Mendy,4,4,360,0,0,0,0,0,0,0,0,0,0,88,120,73.3,0,0,1,0,3,1,127,0,0,0,0,0,0,0,0,0,0,3,1,GK,30,England,Chelsea,Senegal,0,0
209,Youssouf Sabaly,4,4,360,0,0,2,1,0,0,0,0,0,0,189,219,86.3,6,6,1,4,9,0,256,4,9,44.4,3,12,0,7,0,0,0,4,3,DF,29,Spain,Betis,Senegal,0,
210,Ismaila Sarr,4,4,344,1,0,10,1,0,0,0,1,0,0,52,81,64.2,4,2,2,2,1,0,132,9,19,47.4,3,17,3,8,1,0,0,8,8,"FW,MF",24,England,Watford,Senegal,0,
211,Abdou Diallo,4,4,331,0,0,1,0,0,0,0,0,0,0,139,186,74.7,2,2,1,1,10,0,210,0,0,0,3,0,0,3,0,0,0,7,6,DF,26,Germany,RB Leipzig,Senegal,0,
212,Boulaye Dia,4,4,318,1,0,8,3,0.13,0.33,1,0,1,0,39,53,73.6,1,0,1,1,3,0,83,1,4,25,3,3,2,1,0,0,0,5,7,FW,25,Italy,Salernitana,Senegal,0,
213,Ismail Jakobs,4,3,278,0,1,1,0,0,0,0,0,1,0,107,156,68.6,0,0,3,4,14,0,187,0,1,0,3,6,0,18,0,0,0,8,3,DF,22,France,Monaco,Senegal,0,
214,Nampalys Mendy,4,3,272,0,0,2,0,0,0,0,0,1,0,141,159,88.7,4,4,4,3,3,0,182,1,1,100,5,2,0,2,0,0,0,0,1,MF,29,England,Leicester City,Senegal,0,
215,Idrissa Gana Gueye,3,3,270,0,0,4,1,0,0,0,0,2,0,107,133,80.5,2,1,3,5,3,0,158,1,2,50,4,1,0,15,0,0,0,2,3,MF,32,England,Everton,Senegal,0,
216,Krépin Diatta,3,3,181,0,0,3,1,0,0,0,0,0,0,60,73,82.2,0,0,1,0,0,0,90,1,3,33.3,4,2,2,4,0,0,0,2,1,"FW,MF",23,France,Monaco,Senegal,0,
217,Pathé Ciss,3,2,146,0,0,1,0,0,0,0,0,1,0,46,57,80.7,3,3,1,2,4,0,77,1,3,33.3,4,0,0,0,0,0,0,5,0,MF,28,Spain,Rayo Vallecano,Senegal,0,
218,Iliman Ndiaye,3,2,135,0,1,2,0,0,0,0,0,0,0,25,32,78.1,0,0,2,1,0,0,44,6,8,75,0,1,0,2,0,0,0,0,3,"FW,MF",22,England,Sheffield Utd,Senegal,0,
219,Pape Gueye,3,1,153,0,0,4,2,0,0,0,0,0,0,45,62,72.6,4,2,2,2,2,0,81,0,1,0,3,3,0,1,0,0,0,5,3,MF,23,France,Marseille,Senegal,0,
220,Pape Abou Cissé,3,1,105,0,0,0,0,0,0,0,0,0,0,28,37,75.7,0,0,2,2,6,0,49,1,1,100,1,0,0,0,0,0,0,2,3,DF,26,Greece,Olympiacos,Senegal,0,
221,Famara Diedhiou,2,1,92,1,0,3,1,0.33,1,1,0,0,0,10,14,71.4,0,0,0,0,2,0,25,0,1,0,2,2,1,0,0,0,0,5,4,FW,29,Turkey,Alanyaspor,Senegal,0,
222,Cheikhou Kouyaté,1,1,72,0,0,0,0,0,0,0,0,0,0,19,23,82.6,0,0,2,2,4,0,35,1,1,100,1,1,0,2,0,0,0,1,2,MF,32,England,Nott'ham Forest,Senegal,0,
223,Bamba Dieng,4,0,100,1,0,4,1,0.25,1,1,0,0,0,9,16,56.3,2,1,2,0,0,0,33,0,2,0,5,3,0,1,0,0,0,2,8,FW,22,France,Marseille,Senegal,0,
224,Pape Matar Sarr,2,0,59,0,0,4,0,0,0,0,0,0,0,36,43,83.7,3,2,1,0,2,0,54,0,2,0,0,1,0,5,0,0,0,1,0,MF,19,England,Tottenham,Senegal,0,
225,Nicolas Jackson,1,0,17,0,0,0,0,0,0,0,0,0,0,9,10,90,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,2,FW,20,Spain,Villarreal,Senegal,0,
226,Fodé Ballo-Touré,1,0,7,0,0,0,0,0,0,0,0,0,0,5,8,62.5,0,0,1,0,0,0,10,0,1,0,0,0,0,2,0,0,0,1,0,DF,25,Italy,Milan,Senegal,0,
227,Aziz Behich,4,4,360,0,0,2,0,0,0,0,0,1,0,152,203,74.9,8,3,6,3,12,0,251,8,14,57.1,3,3,0,5,0,0,0,2,2,DF,31,Scottland,Dundee United,Australia,0,
228,Aaron Mooy,4,4,360,0,0,1,0,0,0,0,0,1,0,170,217,78.3,9,6,6,3,9,0,256,2,3,66.7,4,1,0,10,0,0,0,2,3,MF,31,Scottland,Celtic,Australia,0,
229,Kye Rowles,4,4,360,0,0,0,0,0,0,0,0,0,0,165,187,88.2,8,2,9,7,16,1,232,0,0,0,1,2,0,0,0,0,0,4,2,DF,23,Scottland,Hearts,Australia,0,
230,Mathew Ryan,4,4,360,0,0,0,0,0,0,0,0,0,0,113,164,68.9,0,0,0,0,6,1,176,0,0,0,0,1,0,0,0,0,0,0,0,GK,30,Denmark,FC Copenhagen,Australia,2,12
231,Harry Souttar,4,4,360,0,0,1,0,0,0,0,0,0,0,138,167,82.6,4,0,7,6,22,0,212,0,0,0,1,1,0,0,0,0,0,14,7,DF,23,England,Stoke City,Australia,0,
232,Jackson Irvine,4,4,354,0,0,3,0,0,0,0,0,2,0,103,128,80.5,4,2,7,3,8,0,171,0,2,0,7,2,0,2,0,0,0,9,7,"MF,FW",29,Germany,St,Australia,0,
233,Mathew Leckie,4,4,333,1,1,1,1,1,1,1,0,0,0,67,103,65,4,4,5,1,6,0,156,1,11,9.1,8,6,0,4,0,0,0,14,10,"MF,FW",31,Australia,Melb City,Australia,0,
234,Mitchell Duke,4,4,270,1,0,7,4,0.14,0.25,1,0,1,0,36,63,57.1,0,0,5,2,1,0,97,1,2,50,6,3,1,1,0,0,0,11,12,FW,31,Japan,Fagi Okayama,Australia,0,
235,Riley McGree,4,4,265,0,1,3,1,0,0,0,0,0,0,57,75,76,2,1,5,5,3,0,107,0,1,0,9,2,0,5,0,0,0,1,2,"FW,MF",23,England,Middlesbrough,Australia,0,
236,Craig Goodwin,4,3,234,1,1,2,1,0.5,1,1,0,0,0,58,95,61.1,4,3,3,0,3,0,117,0,0,0,1,2,0,18,0,0,0,1,5,MF,30,Australia,Adelaide,Australia,0,
237,Miloš Degenek,4,2,183,0,0,0,0,0,0,0,0,2,0,67,101,66.3,6,4,2,1,9,0,127,0,2,0,2,8,0,1,0,0,0,6,1,DF,28,America,Columbus Crew,Australia,0,
238,Keanu Baccus,4,1,114,0,0,1,0,0,0,0,0,0,0,26,41,63.4,1,1,5,2,1,0,57,0,1,0,4,1,0,0,0,0,0,1,3,MF,24,Scottland,St Mirren,Australia,0,
239,Fran Karačić,2,1,93,0,0,3,0,0,0,0,0,0,0,33,54,61.1,2,1,2,2,3,0,70,0,0,0,3,0,0,5,0,0,0,4,4,DF,26,Italy,Brescia,Australia,0,
240,Nathaniel Atkinson,1,1,84,0,0,0,0,0,0,0,0,0,0,27,34,79.4,4,3,1,1,2,1,44,0,2,0,0,0,0,0,0,0,0,0,0,DF,23,Scottland,Hearts,Australia,0,
241,Ajdin Hrustic,3,0,62,0,0,1,0,0,0,0,0,0,0,17,21,81,2,0,0,1,1,0,32,1,4,25,1,2,0,1,0,0,0,0,2,"MF,FW",25,Italy,Hellas Verona,Australia,0,
242,Jamie Maclaren,3,0,55,0,0,0,0,0,0,0,0,0,0,7,15,46.7,0,0,0,1,0,0,15,0,0,0,1,0,0,2,0,0,0,1,4,FW,28,Australia,Melb City,Australia,0,
243,Garang Kuol,2,0,37,0,0,1,1,0,0,0,0,0,0,3,5,60,0,0,0,1,0,0,10,0,2,0,1,0,0,0,0,0,0,1,2,"FW,MF",17,Australia,Central Coast,Australia,0,
244,Jason Cummings,1,0,35,0,0,0,0,0,0,0,0,0,0,4,6,66.7,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,FW,26,Australia,Central Coast,Australia,0,
245,Awer Mabil,2,0,24,0,0,0,0,0,0,0,0,0,0,10,14,71.4,0,0,1,1,0,0,19,0,1,0,0,0,0,0,0,0,0,0,2,MF,26,Spain,Cádiz,Australia,0,
246,Bailey Wright,1,0,17,0,0,0,0,0,0,0,0,0,0,1,3,33.3,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,1,3,DF,29,England,Sunderland,Australia,0,
247,Manuel Akanji,4,4,360,1,0,4,1,0.25,1,1,0,1,0,229,259,88.4,4,2,4,3,12,0,290,0,0,0,4,1,0,1,0,0,0,9,2,DF,26,England,Manchester City,Switzerland,0,
248,Granit Xhaka,4,4,360,0,0,6,3,0,0,0,0,1,0,215,243,88.5,6,4,3,2,7,0,274,1,2,50,5,4,0,0,0,0,0,7,5,MF,29,England,Arsenal,Switzerland,0,
249,Ricardo Rodríguez,4,4,359,0,0,0,0,0,0,0,0,0,0,164,229,71.6,7,2,1,0,8,0,253,0,0,0,6,2,0,12,0,0,0,10,2,DF,29,Italy,Torino,Switzerland,0,
250,Breel Embolo,4,4,323,2,0,6,3,0.33,0.67,2,0,0,0,46,62,74.2,1,0,2,0,1,0,91,2,6,33.3,3,12,2,0,0,0,0,2,8,FW,25,France,Monaco,Switzerland,0,
251,Remo Freuler,4,4,323,1,0,3,1,0.33,1,1,0,0,0,127,154,82.5,8,5,3,3,3,1,197,0,4,0,6,2,0,0,0,0,0,1,4,MF,30,England,Nott'ham Forest,Switzerland,0,
252,Ruben Vargas,4,4,285,0,1,3,1,0,0,0,0,1,0,80,117,68.4,0,0,2,1,4,0,144,1,7,14.3,4,2,1,15,0,0,0,3,6,FW,23,Germany,Augsburg,Switzerland,0,
253,Djibril Sow,4,4,264,0,1,2,0,0,0,0,0,0,0,84,97,86.6,2,1,0,2,0,0,115,0,2,0,2,7,0,1,0,0,0,1,2,MF,25,Germany,Eint Frankfurt,Switzerland,0,
254,Yann Sommer,3,3,270,0,0,0,0,0,0,0,0,0,0,108,118,91.5,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,1,GK,33,Germany,M'Gladbach,Switzerland,1,12
255,Silvan Widmer,3,3,265,0,1,1,0,0,0,0,0,1,0,127,169,75.1,10,6,3,2,15,0,211,1,2,50,4,2,0,2,0,0,0,3,1,DF,29,Germany,Mainz 05,Switzerland,0,
256,Xherdan Shaqiri,3,3,229,1,1,4,2,0.25,0.5,1,0,0,0,67,104,64.4,0,0,0,0,0,0,113,0,3,0,2,6,0,15,0,0,0,1,4,"FW,MF",30,America,Chicago Fire,Switzerland,0,
